date,title,url,publisher,tickers,keywords_matched,catalyst_type,keyword_score,ticker_score,publisher_score,recency_score,composite_score
2026-03-18,"Guggenheim Maintains Buy on Walt Disney, Lowers Price Target to $115",https://www.benzinga.com/news/26/03/51323248/guggenheim-maintains-buy-on-walt-disney-lowers-price-target-to-115,Benzinga Newsdesk,,,General,0,0,0,0,0
2026-03-18,"UBS Maintains Neutral on Dow, Raises Price Target to $37",https://www.benzinga.com/news/26/03/51323773/ubs-maintains-neutral-on-dow-raises-price-target-to-37,Benzinga Newsdesk,,,General,0,0,0,0,0
2026-03-18,"Apple, Samsung Eat The Global Smartphone Market Alive In 2025",https://www.benzinga.com/markets/tech/26/03/51324776/apple-samsung-eat-the-global-smartphone-market-alive-in-2025,Anusuya Lahiri,,,General,0,0,0,0,0
2026-03-18,'Apple Cracks Down on 'Vibe Coding' Apps' - The Information,https://www.benzinga.com/news/26/03/51324893/apple-cracks-down-on-vibe-coding-apps-the-information,Benzinga Newsdesk,,,General,0,0,0,0,0
2026-03-18,"JP Morgan Maintains Neutral on IBM, Lowers Price Target to $283",https://www.benzinga.com/news/26/03/51329179/jp-morgan-maintains-neutral-on-ibm-lowers-price-target-to-283,Benzinga Newsdesk,,,General,0,0,0,0,0
2026-03-18,New York Rep. Thomas Suozzi Sold Up to $215K Worth of Apple Stock,https://www.benzinga.com/insights/government/26/03/51327766/new-york-rep-thomas-suozzi-sold-up-to-215k-worth-of-apple-stock,Benzinga Insights,,,General,0,0,0,0,0
2026-03-18,Recent Filing Shows That Rep. Cleo Fields Bought Over $2K Worth of Microsoft Stock,https://www.benzinga.com/insights/government/26/03/51327764/recent-filing-shows-that-rep-cleo-fields-bought-over-2k-worth-of-microsoft-stock,Benzinga Insights,,,General,0,0,0,0,0
2026-03-18,Nebius To Raise $4 Billion Via Convertible Senior Debt,https://www.benzinga.com/markets/offerings/26/03/51327277/nebius-to-raise-4-billion-via-convertible-senior-debt,Lekha Gupta,,,General,0,0,0,0,0
2026-03-18,'FAA Clears Boeing 777-9 To Begin First Part Of TIA Phase 4 Certification Trials' - Air Current,https://www.benzinga.com/news/26/03/51332464/faa-clears-boeing-777-9-to-begin-first-part-of-tia-phase-4-certification-trials-air-current,Benzinga Newsdesk,,,General,0,0,0,0,0
2026-03-18,"Microsoft Unifies AI Division To End Copilot Confusion, Boost Growth",https://www.benzinga.com/markets/tech/26/03/51331212/microsoft-unifies-ai-division-to-end-copilot-confusion-boost-growth,Anusuya Lahiri,,,General,0,0,0,0,0
2026-03-18,"Boeing Seen Steady On Production, Defense Upside Despite Near-Term Margin Pressure, Says BofA Analyst",https://www.benzinga.com/analyst-stock-ratings/reiteration/26/03/51330433/boeing-seen-steady-on-production-defense-upside-despite-near-term-margin-pressure-says-bofa-analyst,Kaustubh Bagalkote,,,General,0,0,0,0,0
2026-03-18,"Josh D'Amaro Takes The Helm At Disney, Analyst Sees Strong Potential",https://www.benzinga.com/markets/large-cap/26/03/51335418/josh-damaro-takes-the-helm-at-disney-analyst-sees-strong-potential,Lekha Gupta,,,General,0,0,0,0,0
