date,title,url,publisher,tickers,keywords_matched,catalyst_type,keyword_score,ticker_score,publisher_score,recency_score,composite_score
2025-12-17,'Apple Explores Chip Assembly Talks With Indian Manufacturers' - The Economic Times,https://www.benzinga.com/news/25/12/49441287/apple-explores-chip-assembly-talks-with-indian-manufacturers-the-economic-times,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,Apple's First Foldable iPhone Leak Reveals Major Design Trade-Offs: Here's What You Need To Know,https://www.benzinga.com/markets/tech/25/12/49441130/apples-first-foldable-iphone-leak-reveals-major-design-trade-offs-heres-what-you-need-to-know,Ananya Gairola,,,General,0,0,0,0,0
2025-12-17,Amazon Could Invest $10B In OpenAI As Talks Focus On Funding And Use Of AI Chips,https://www.benzinga.com/news/25/12/49441122/amazon-could-invest-10b-in-openai-as-talks-focus-on-funding-and-use-of-ai-chips,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"Meta AI Glasses Learn To Focus, Listen, And DJ Your Life",https://www.benzinga.com/markets/tech/25/12/49442430/meta-ai-glasses-learn-to-focus-listen-and-dj-your-life,Anusuya Lahiri,,,General,0,0,0,0,0
2025-12-17,Japan's Rapidus Moves To Break Taiwan Semiconductor's Grip With Cheaper AI Chips,https://www.benzinga.com/markets/tech/25/12/49442074/japans-rapidus-moves-to-break-taiwan-semiconductors-grip-with-cheaper-ai-chips,Anusuya Lahiri,,,General,0,0,0,0,0
2025-12-17,US Air Force To Purchase Two Additional Boeing 747-8 Aircraft For $400M For Training And Spares For Next Air Force One,https://www.benzinga.com/news/25/12/49441549/us-air-force-to-purchase-two-additional-boeing-747-8-aircraft-for-400m-for-training-and-spares-for-n,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"Trump Administration Plans Executive Order To Limit Defense Contractors Dividends, Buybacks And Executive Pay For Over-Budget And Delayed Contracts",https://www.benzinga.com/news/25/12/49441497/trump-administration-plans-executive-order-to-limit-defense-contractors-dividends-buybacks-and-execu,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"BTIG Initiates Coverage On Salesforce with Buy Rating, Announces Price Target of $335",https://www.benzinga.com/news/25/12/49443024/btig-initiates-coverage-on-salesforce-with-buy-rating-announces-price-target-of-335,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"Morgan Stanley Maintains Overweight on Apple, Raises Price Target to $315",https://www.benzinga.com/news/25/12/49444072/morgan-stanley-maintains-overweight-on-apple-raises-price-target-to-315,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"Akamai, Visa Join Forces To Tame Rogue AI Shoppers",https://www.benzinga.com/markets/tech/25/12/49445439/akamai-visa-join-forces-to-tame-rogue-ai-shoppers,Lekha Gupta,,,General,0,0,0,0,0
2025-12-17,Apple Could Soon Package iPhone Chips In India,https://www.benzinga.com/markets/tech/25/12/49444626/apple-could-soon-package-iphone-chips-in-india,Anusuya Lahiri,,,General,0,0,0,0,0
2025-12-17,"Jefferies Upgrades Procter & Gamble to Buy, Raises Price Target to $179",https://www.benzinga.com/news/25/12/49446424/jefferies-upgrades-procter-gamble-to-buy-raises-price-target-to-179,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-17,"Goldman Sachs, Capital One Financial And A Consumer Defensive Stock: CNBC's 'Final Trades'",https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/12/49446772/goldman-sachs-capital-one-financial-consumer-defensive-stock-cnbc-final-trades,Avi Kapoor,,,General,0,0,0,0,0
2025-12-17,Hut 8 Stock Soars On Mega Data Center Lease With Fluidstack,https://www.benzinga.com/trading-ideas/movers/25/12/49446861/hut-8-stock-soars-on-mega-data-center-lease-with-fluidstack,Akanksha Bakshi,,,General,0,0,0,0,0
2025-12-17,This Procter & Gamble Analyst Turns Bullish; Here Are Top 5 Upgrades For Wednesday,https://www.benzinga.com/analyst-stock-ratings/upgrades/25/12/49446899/this-procter-here-are-top-5-upgrades-for-wednesday,Avi Kapoor,,,General,0,0,0,0,0
2025-12-18,Nike Earnings Are Imminent; These Most Accurate Analysts Revise Forecasts Ahead Of Earnings Call,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49481440/nike-earnings-are-imminent-these-most-accurate-analysts-revise-forecasts-ahead-of-earnings-call-2,Avi Kapoor,,"forecast, earnings, rate",Mixed,3,0,0,0,9
2025-12-18,Johnson & Johnson Receives FDA Approval For TRUFILL n‑BCA Liquid Embolic System In Symptomatic Chronic Subdural Hematoma,https://www.benzinga.com/news/25/12/49475767/johnson-johnson-receives-fda-approval-for-trufill-n-bca-liquid-embolic-system-in-symptomatic-chronic,Benzinga Newsdesk,,"approval, fda",Corporate Event,2,0,0,0,6
2025-12-18,"Reported Earlier, Johnson & Johnson Announces FDA Approval Of RYBREVANT FASPRO For EGFR Mutated NSCLC Delivering 5 Minute Administration And Supporting Chemo Free First Line RYBREVANT Plus LAZCLUZE",https://www.benzinga.com/news/25/12/49470585/reported-earlier-johnson-johnson-announces-fda-approval-of-rybrevant-faspro-for-egfr-mutated-nsclc-d,Benzinga Newsdesk,,"approval, fda",Corporate Event,2,0,0,0,6
2025-12-18,Medline (MDLN) Stock Falls In After-Hours Trading Following 41% IPO Surge,https://www.benzinga.com/markets/equities/25/12/49469348/medline-mdln-stock-falls-in-after-hours-trading-following-41-ipo-surge,Mohd Haider,,ipo,Corporate Event,1,0,0,0,3
2025-12-18,"Reported Earlier, Apple Announces iOS Changes In Japan To Comply With Mobile Software Competition Act Expanding App Distribution And Payment Options",https://www.benzinga.com/news/25/12/49470537/reported-earlier-apple-announces-ios-changes-in-japan-to-comply-with-mobile-software-competition-act,Benzinga Newsdesk,,war,Macro,1,0,0,0,3
2025-12-18,"Earnings Scheduled For December 18, 2025",https://www.benzinga.com/insights/earnings/25/12/49472652/earnings-scheduled-for-december-18-2025,Benzinga Insights,,earnings,Earnings,1,0,0,0,3
2025-12-18,Wall Street's Most Accurate Analysts Give Their Take On 3 Materials Stocks Delivering High-Dividend Yields,https://www.benzinga.com/trading-ideas/dividends/25/12/49476555/wall-streets-most-accurate-analysts-give-their-take-on-3-materials-stocks-delivering-high-dividend-yields-9,Avi Kapoor,,rate,Macro,1,0,0,0,3
2025-12-18,"White House Readies Drug Price Deals With AbbVie, Novartis, Roche",https://www.benzinga.com/news/health-care/25/12/49481650/white-house-readies-drug-price-deals-with-abbvie-novartis-roche,Vandana Singh,,deal,Corporate Event,1,0,0,0,3
2025-12-18,"Truist Securities Maintains Hold on JPMorgan Chase, Raises Price Target to $330",https://www.benzinga.com/news/25/12/49479418/truist-securities-maintains-hold-on-jpmorgan-chase-raises-price-target-to-330,Benzinga Newsdesk,,sec,Corporate Event,1,0,0,0,3
2025-12-18,Halozyme Says FDA Approves Johnson & Johnson's Five-Minute Injection Version Of Lung Cancer Drug RYBREVANT,https://www.benzinga.com/government/25/12/49474046/halozyme-says-fda-approves-johnson-johnsons-five-minute-injection-version-of-lung-cancer-drug-rybrev,Benzinga Newsdesk,,fda,Corporate Event,1,0,0,0,3
2025-12-18,Joby Aviation To Double US Manufacturing Capacity By 2027 Amid Air Taxi Push,https://www.benzinga.com/news/travel/25/12/49471506/joby-aviation-to-double-us-manufacturing-capacity-by-2027-amid-air-taxi-push,Namrata Sen,,,General,0,0,0,0,0
2025-12-18,Three-Fourths Of Taiwan Semiconductor's Sales Now Come From America,https://www.benzinga.com/markets/tech/25/12/49471796/three-fourths-of-taiwan-semiconductors-sales-now-come-from-america,Anusuya Lahiri,,,General,0,0,0,0,0
2025-12-18,"'Amazon, Walmart Shareholder Pushes Firms To Report Impact Of Trump's Immigration Policies' - Reuters Exclusive",https://www.benzinga.com/news/25/12/49470927/amazon-walmart-shareholder-pushes-firms-to-report-impact-of-trumps-immigration-policies-reuters-excl,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-18,"Accenture, Micron Technology And 3 Stocks To Watch Heading Into Thursday",https://www.benzinga.com/markets/equities/25/12/49469945/accenture-micron-technology-and-3-stocks-to-watch-heading-into-thursday,Avi Kapoor,,,General,0,0,0,0,0
2025-12-18,"Nasdaq Down Over 400 Points As AI Stocks Tumble: Investor Sentiment Declines, Greed Index Moves To 'Fear' Zone",https://www.benzinga.com/news/25/12/49470276/nasdaq-down-over-400-points-as-ai-stocks-tumble-investor-sentiment-declines-greed-index-moves-to-fear-zone,Avi Kapoor,,,General,0,0,0,0,0
2025-12-18,'OpenAI Has Discussed Raising Tens of Billions At Valuation Around $750 Billion' - The Information,https://www.benzinga.com/news/25/12/49470938/openai-has-discussed-raising-tens-of-billions-at-valuation-around-750-billion-the-information,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-18,"Apple, Google Announce Major Changes In Japan As New App Competition Law Takes Effect",https://www.benzinga.com/markets/tech/25/12/49474159/apple-google-announce-major-changes-in-japan-as-new-app-competition-law-takes-effect,Namrata Sen,,,General,0,0,0,0,0
2025-12-18,"Microsoft, Netflix, Twilio And A Health Care Stock On CNBC's 'Final Trades'",https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/12/49476029/microsoft-netflix-twilio-and-a-health-care-stock-on-cnbcs-final-trades,Avi Kapoor,,,General,0,0,0,0,0
2025-12-18,"BMO Capital Upgrades Merck & Co to Outperform, Raises Price Target to $130",https://www.benzinga.com/news/25/12/49475278/bmo-capital-upgrades-merck-co-to-outperform-raises-price-target-to-130,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-18,Google Enlists Meta To Cut Nvidia Reliance,https://www.benzinga.com/markets/tech/25/12/49472968/google-enlists-meta-to-cut-nvidia-reliance,Anusuya Lahiri,,,General,0,0,0,0,0
2025-12-18,"If You Invested $1000 In Walmart Stock 5 Years Ago, You Would Have This Much Today",https://www.benzinga.com/insights/news/25/12/49478216/if-you-invested-1000-in-walmart-stock-5-years-ago-you-would-have-this-much-today,Benzinga Insights,,,General,0,0,0,0,0
2025-12-18,Cognizant Strikes Agreement With Microsoft To Co-Build AI Solutions,https://www.benzinga.com/news/25/12/49479002/cognizant-strikes-agreement-with-microsoft-to-co-build-ai-solutions,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-18,"Verizon Business, Kodiak AI Reach Commercial Agreement To Bring Verizon Connectivity, IoT Data To Kodiak's Autonomous Trucking Solutions",https://www.benzinga.com/news/25/12/49478463/verizon-business-kodiak-ai-reach-commercial-agreement-to-bring-verizon-connectivity-iot-data-to-kodi,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-18,Congressional Trading Report: Rep. Cleo Fields Bought Over $221K In Alphabet Stock,https://www.benzinga.com/insights/government/25/12/49480826/congressional-trading-report-rep-cleo-fields-bought-over-221k-in-alphabet-stock,Benzinga Insights,,,General,0,0,0,0,0
2025-12-18,Behind the Scenes of JPMorgan Chase's Latest Options Trends,https://www.benzinga.com/insights/options/25/12/49483676/behind-the-scenes-of-jpmorgan-chases-latest-options-trends,Benzinga Insights,,,General,0,0,0,0,0
2025-12-19,"Nike Plunges 11% As Tariffs, China Woes Cloud Outlook: Q3 Margins To Contract Amid Warning Of 'Longer Road' To Recovery",https://www.benzinga.com/markets/earnings/25/12/49498722/nike-plunges-11-as-tariffs-china-woes-cloud-outlook-q3-margins-to-contract-amid-warning-of-longer-road-to-recovery,Rishabh Mishra,,"tariff, outlook, war",Mixed,3,0,0,0,9
2025-12-19,These Analysts Slash Their Forecasts On Nike After Q2 Results,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49505164/these-analysts-slash-their-forecasts-on-nike-after-q2-results,Avi Kapoor,,"forecast, results",Earnings,2,0,0,0,6
2025-12-19,"Nike Beat Big, But The Market Heard One Word: Tariffs",https://www.benzinga.com/trading-ideas/movers/25/12/49506745/nike-beat-big-but-the-market-heard-one-word-tariffs,Akanksha Bakshi,,"tariff, beat",Mixed,2,0,0,0,6
2025-12-19,"Nike, FedEx And 3 Stocks To Watch Heading Into Friday",https://www.benzinga.com/news/25/12/49499580/nike-fedex-and-3-stocks-to-watch-heading-into-friday,Avi Kapoor,,fed,Macro,1,0,0,0,3
2025-12-19,"Stock Market Today: Dow Futures Slip, S&P 500, Nasdaq Gain Following Cooler-Than Expected Inflation Print—Oracle, Coty, Nike In Focus (UPDATED)",https://www.benzinga.com/markets/equities/25/12/49501038/stock-market-today-sp-500-nasdaq-future-gain-following-cooler-than-expected-inflation-print-oracle-coty-nike-in-focus,Rishabh Mishra,,inflation,Macro,1,0,0,0,3
2025-12-19,"Futurum CEO Daniel Newman Calls Current AI Market Multi-Decade 'Supercycle,' Not A Bubble— But Sudden Glut 'Could Become A Risk'",https://www.benzinga.com/markets/tech/25/12/49504428/futurum-ceo-daniel-newman-calls-current-ai-market-multi-decade-supercycle-not-a-bubble-but-sudden-glut-could-become-a-risk,Namrata Sen,,ceo,Corporate Event,1,0,0,0,3
2025-12-19,"B of A Securities Maintains Buy on Nike, Lowers Price Target to $73",https://www.benzinga.com/news/25/12/49503369/b-of-a-securities-maintains-buy-on-nike-lowers-price-target-to-73,Benzinga Newsdesk,,sec,Corporate Event,1,0,0,0,3
2025-12-19,"Guggenheim Reiterates Buy on Nike, Maintains $77 Price Target",https://www.benzinga.com/news/25/12/49506121/guggenheim-reiterates-buy-on-nike-maintains-77-price-target,Benzinga Newsdesk,,rate,Macro,1,0,0,0,3
2025-12-19,"BlackBerry, FedEx, Nike And Other Big Stocks Moving Lower In Friday's Pre-Market Session",https://www.benzinga.com/trading-ideas/movers/25/12/49504267/blackberry-fedex-nike-and-other-big-stocks-moving-lower-in-fridays-pre-market-session,Avi Kapoor,,fed,Macro,1,0,0,0,3
2025-12-19,Tesla To $444? Here Are 10 Top Analyst Forecasts For Friday,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49504895/tesla-to-444-here-are-10-top-analyst-forecasts-for-friday,Avi Kapoor,,forecast,Earnings,1,0,0,0,3
2025-12-19,Market-Moving News for December 19th,https://www.benzinga.com/trading-ideas/movers/25/12/49503220/market-moving-news-for-december-19th,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Needham Maintains Buy on Nike, Lowers Price Target to $68",https://www.benzinga.com/news/25/12/49502904/needham-maintains-buy-on-nike-lowers-price-target-to-68,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Piper Sandler Maintains Overweight on Nike, Lowers Price Target to $75",https://www.benzinga.com/news/25/12/49502924/piper-sandler-maintains-overweight-on-nike-lowers-price-target-to-75,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Telsey Advisory Group Maintains Market Perform on Nike, Lowers Price Target to $72",https://www.benzinga.com/news/25/12/49502556/telsey-advisory-group-maintains-market-perform-on-nike-lowers-price-target-to-72,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,OpenAI Adds New Guardrails To Shield Teens On ChatGPT,https://www.benzinga.com/markets/tech/25/12/49501019/openai-adds-new-guardrails-to-shield-teens-on-chatgpt,Lekha Gupta,,,General,0,0,0,0,0
2025-12-19,Why Oracle Shares Are Trading Higher By Over 5%; Here Are 20 Stocks Moving Premarket,https://www.benzinga.com/trading-ideas/movers/25/12/49500617/why-oracle-shares-are-trading-higher-by-over-5-here-are-20-stocks-moving-premarket,Avi Kapoor,,,General,0,0,0,0,0
2025-12-19,12 Consumer Discretionary Stocks Moving In Friday's Pre-Market Session,https://www.benzinga.com/insights/movers/25/12/49502763/12-consumer-discretionary-stocks-moving-in-fridays-pre-market-session,Benzinga Insights,,,General,0,0,0,0,0
2025-12-19,Nike shares are trading lower. The company reported a 17% decline in Greater China sales in Q2.,https://www.benzinga.com/wiim/25/12/49505154/nike-shares-are-trading-lower-the-company-reported-a-17-decline-in-greater-china-sales-in-q2,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Bernstein Maintains Outperform on Nike, Lowers Price Target to $85",https://www.benzinga.com/news/25/12/49504497/bernstein-maintains-outperform-on-nike-lowers-price-target-to-85,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,'Several top drugmakers to lower US prices for some drugs-sources' - Reuters,https://www.benzinga.com/news/25/12/49503561/several-top-drugmakers-to-lower-us-prices-for-some-drugs-sources-reuters,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Bernstein Maintains Market Perform on Caterpillar, Raises Price Target to $630",https://www.benzinga.com/news/25/12/49504203/bernstein-maintains-market-perform-on-caterpillar-raises-price-target-to-630,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Wells Fargo Maintains Overweight on Walmart, Raises Price Target to $130",https://www.benzinga.com/news/25/12/49505755/wells-fargo-maintains-overweight-on-walmart-raises-price-target-to-130,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,"Wells Fargo Maintains Overweight on Nike, Lowers Price Target to $65",https://www.benzinga.com/news/25/12/49505283/wells-fargo-maintains-overweight-on-nike-lowers-price-target-to-65,Benzinga Newsdesk,,,General,0,0,0,0,0
2025-12-19,Analysts Sound Alarm On Pyxis Oncology's Tiny Trial,https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/12/49506093/analysts-sound-alarm-on-pyxis-oncologys-tiny-trial,Vandana Singh,,,General,0,0,0,0,0
2025-12-19,Here's How Much $100 Invested In Goldman Sachs Group 5 Years Ago Would Be Worth Today,https://www.benzinga.com/insights/news/25/12/49506216/heres-how-much-100-invested-in-goldman-sachs-group-5-years-ago-would-be-worth-today,Benzinga Insights,,,General,0,0,0,0,0
2025-12-20,"Trump Secures Drug Price Cuts From 9 Major Pharma Firms Including Bristol Myers, Gilead, Merck In Medicaid Deal",https://www.benzinga.com/news/health-care/25/12/49525415/trump-secures-drug-price-cuts-from-9-major-pharma-firms-including-bristol-myers-gilead-merck-in-medicaid-deal,Mohd Haider,,"deal, sec",Corporate Event,2,0,0,0,6
2025-12-20,Gene Munster Argues OpenAI Is 'Undervalued' Even At $830 Billion As Losses Mount And Big Tech Doubles Down: 'Mind-Numbing Reality Of AI's Potential',https://www.benzinga.com/markets/tech/25/12/49525508/gene-munster-argues-openai-is-undervalued-even-at-830-billion-as-losses-mount-and-big-tech-doubles-down-mind-numbing-reality-of-ais-potential,Ananya Gairola,,loss,Earnings,1,0,0,0,3
2025-12-20,"Google, Apple Warn Visa Employees Against Leaving US As 'Significant"" Delays Push Backlogs To Nearly 12 Months: Report",https://www.benzinga.com/news/politics/25/12/49526679/google-apple-warn-visa-employees-against-leaving-us-as-significant-delays-push-backlogs-to-nearly-12-months-report,Snigdha Gairola,,war,Macro,1,0,0,0,3
2025-12-20,China's Power Capacity Surpasses US— Elon Musk Calls It 'Major Competitive Disadvantage',https://www.benzinga.com/markets/commodities/25/12/49525217/chinas-power-capacity-surpasses-us-elon-musk-calls-it-major-competitive-disadvantage,Mohd Haider,,,General,0,0,0,0,0
2025-12-20,"PYPL, DJT, MU And More: 5 Stocks Investors Couldn't Stop Buzzing About This Week",https://www.benzinga.com/markets/equities/25/12/49525773/pypl-djt-mu-and-more-5-stocks-investors-couldnt-stop-buzzing-about-this-week,Rishabh Mishra,,,General,0,0,0,0,0
2025-12-20,Why a Minnesota Jury Ordered Johnson & Johnson To Pay $65.5 Million in Damages,https://www.benzinga.com/news/legal/25/12/49526414/why-a-minnesota-jury-ordered-johnson-johnson-to-pay-65-5-million-in-damages,Bibhu Pattnaik,,,General,0,0,0,0,0
2025-12-21,"Mike Repole Says 'I Spend More Time Talking People Out Of Being An Entrepreneur,' Warns Of Daily Bankruptcy Risks In First 5 'Survival Years'",https://www.benzinga.com/markets/tech/25/12/49526775/mike-repole-says-i-spend-more-time-talking-people-out-of-being-an-entrepreneur-warns-of-daily-bankruptcy-risks-in-first-5-survival-years,Snigdha Gairola,,"bankruptcy, war",Mixed,2,0,0,0,6
2025-12-21,"Consumer Tech News (Dec 15-19): Meta Accelerates AI Wearables Push, Trump Unveils U.S. Air Taxi Strategy, US Halts Technology Agreement With UK & More",https://www.benzinga.com/markets/tech/25/12/49527764/consumer-tech-news-dec-15-19-meta-accelerates-ai-wearables-push-trump-unveils-u-s-air-taxi-strategy-us-halts-technology-agreement-with-uk-more,Lekha Gupta,,rate,Macro,1,0,0,0,3
2025-12-21,"Warren Buffett Stopped Giving His Family $10,000 Cash At Christmas: Here's What The Billionaire Gives Them Now Instead",https://www.benzinga.com/news/education/25/12/49527614/warren-buffett-stopped-giving-his-family-10000-cash-at-christmas-heres-what-the-billionaire-gives-them-now-instead,Shomik Sen Bhattacharjee,,war,Macro,1,0,0,0,3
2025-12-21,"Nike, Insmed, And Arm Are Among Top 10 Large Cap Losers Last Week (Dec. 15-Dec. 19): Are the Others in Your Portfolio?",https://www.benzinga.com/markets/equities/25/12/49527313/nike-insmed-and-arm-are-among-top-10-large-cap-losers-last-week-dec-15-dec-19-are-the-others-in-your-portfolio,Nabaparna Bhattacharya,,,General,0,0,0,0,0
2025-12-21,"Japan's App Law, Eight New iPhones, Foldable iPhone Design And More: This Week In Appleverse",https://www.benzinga.com/markets/tech/25/12/49527130/japans-app-law-eight-new-iphones-foldable-iphone-design-and-more-this-week-in-appleverse,Mohd Haider,,,General,0,0,0,0,0
2025-12-21,Bill Gates Was Introduced To LSD By This Person At Microsoft — It Is None Other Than The Guy Who Also Got Him Drunk And Gave Him Pot,https://www.benzinga.com/markets/tech/25/12/49527394/bill-gates-was-introduced-to-lsd-by-this-person-at-microsoft-it-is-none-other-than-the-guy-who-also-got-him-drunk-and-gave-him-pot,Ananya Gairola,,,General,0,0,0,0,0
2025-12-21,"Apple Targets 2026 Launch For AI Smart Glasses, Camera-Equipped AirPods, With Foxconn, TSMC Set To Play Key Roles: Report",https://www.benzinga.com/markets/tech/25/12/49528697/apple-targets-2026-launch-for-ai-smart-glasses-camera-equipped-airpods-with-foxconn-tsmc-set-to-play-key-roles-report,Ananya Gairola,,,General,0,0,0,0,0
2025-12-22,Honeywell Intl Lowers Q4 Adj EPS Guidance from $2.52-$2.62 to $2.48-$2.58 vs $2.57 Est; Lowers Q4 Sales Guidance from $10.100B-$10.300B to $9.800B-$10.000B vs $10.197B Est,https://www.benzinga.com/news/25/12/49532012/honeywell-intl-lowers-q4-adj-eps-guidance-from-2-52-2-62-to-2-48-2-58-vs-2-57-est-lowers-q4-sales-gu,Benzinga Newsdesk,,"eps, guidance",Earnings,2,0,0,0,6
2025-12-22,Honeywell Intl Lowers FY2025 Adj EPS Guidance from $10.60-$10.70 to $9.70-$9.80 vs $10.65 Est; Lowers FY2025 Sales Guidance from $40.700B-$40.900B to $37.500B-$37.700B vs $40.804B Est,https://www.benzinga.com/news/25/12/49532031/honeywell-intl-lowers-fy2025-adj-eps-guidance-from-10-60-10-70-to-9-70-9-80-vs-10-65-est-lowers-fy20,Benzinga Newsdesk,,"eps, guidance",Earnings,2,0,0,0,6
2025-12-22,"Adeia Strikes Long-Term Disney Deal, Ends Legal Fight, Lifts Outlook",https://www.benzinga.com/trading-ideas/movers/25/12/49538402/adeia-strikes-long-term-disney-deal-ends-legal-fight-lifts-outlook,Akanksha Bakshi,,"deal, outlook",Mixed,2,0,0,0,6
2025-12-22,"Honeywell Confirms Advanced Materials Will Be Discontinued, Updates Full-year Guidance, And Details Flexjet-related Litigation Charges Totaling $470M",https://www.benzinga.com/news/25/12/49531798/honeywell-confirms-advanced-materials-will-be-discontinued-updates-full-year-guidance-and-details-fl,Benzinga Newsdesk,,guidance,Earnings,1,0,0,0,3
2025-12-22,Honeywell's Legal Bill And Outlook Cut Rattle Investors,https://www.benzinga.com/markets/guidance/25/12/49534231/honeywells-legal-bill-and-outlook-cut-rattle-investors,Lekha Gupta,,outlook,Earnings,1,0,0,0,3
2025-12-22,"Wedbush Reiterates Outperform on Microsoft, Maintains $625 Price Target",https://www.benzinga.com/news/25/12/49535112/wedbush-reiterates-outperform-on-microsoft-maintains-625-price-target,Benzinga Newsdesk,,rate,Macro,1,0,0,0,3
2025-12-22,'Microsoft's Nadella Pressures Deputies to Accelerate Copilot Improvements' - The Information,https://www.benzinga.com/news/25/12/49535956/microsofts-nadella-pressures-deputies-to-accelerate-copilot-improvements-the-information,Benzinga Newsdesk,,rate,Macro,1,0,0,0,3
